Loan Number,Tell Us About You,Has SSN,US Citizen,Enrollment Status,STEM,Credit Score 1,Credit Score 2,GPA,Approved Loan Amount,Interest Rate,Test Loan,Early Risk Score
532,I am currently enrolled,No,FALSE,3rd Year Undergraduate,No,,0,3.1,10000,13.99,0,5
533,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,688,,0,7150,11.99,0,0.3
536,I am currently enrolled,Yes,TRUE,3rd Year Undergraduate,No,625,,3.52,5000,9.99,0,0
537,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,678,612,8.8,25000,11.99,0,1.3
539,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,678,612,8.8,25000,11.99,0,0.3
540,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,No,631,,3.4,20000,13.99,0,0
542,I am currently enrolled,No,FALSE,3rd Year Graduate,No,594,0,3.06,22060,11.99,0,0.2
543,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,641,0,3.27,25000,11.99,0,0.8
544,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
546,,Yes,FALSE,1st Year Graduate,Yes,737,,3.87,8000,11.99,0,5
547,,No,FALSE,1st Year Graduate,,,0,0,25000,11.99,0,0
548,I have been accepted to study,No,FALSE,2nd Year Graduate,No,,,3.51,21140,11.99,0,0
549,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,No,668,0,3.6,12500,13.99,0,1.9
550,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,648,0,0,25000,11.99,0,0
551,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,705,,3.71,15000,11.99,0,0
552,I am currently enrolled,Yes,FALSE,2nd Year Graduate,,625,0,4,13000,11.99,0,1.6
553,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,741,0,3.74,5000,11.99,0,0
554,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,#N/A
555,I have been accepted to study,Yes,TRUE,1st Year Graduate,No,700,0,0,4000,7.99,0,0
558,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
561,,No,FALSE,1st Year Graduate,No,,,0,25000,11.99,0,0
562,I have been accepted to study,No,FALSE,1st Year Graduate,No,,,3.59,15000,11.99,0,2.8
563,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,3.28,11500,11.99,0,0
565,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,,746,0,25000,11.99,0,0
566,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,12000,11.99,0,0
567,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0.8
568,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,765,,0,25000,11.99,0,0
570,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
575,I am thinking about studying,No,FALSE,3rd Year Undergraduate,No,,,0,25000,13.99,0,0
578,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,,3,12232,11.99,0,0
579,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.56,13500,11.99,0,0
580,I am currently enrolled,No,FALSE,2nd Year Graduate,No,,,3.75,5000,11.99,0,0
581,I have been accepted to study,No,FALSE,Beyond 3rd Year Graduate,No,,,0,25000,11.99,0,0.4
582,I am currently enrolled,Yes,FALSE,2nd Year Graduate,,694,0,3.74,8000,11.99,0,0.9
583,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,22000,11.99,0,0
584,I have been accepted to study,Yes,FALSE,1st Year Graduate,,,,0,20000,11.99,0,3
585,,No,FALSE,3rd Year Graduate,No,,,3.65,20000,11.99,0,0
586,,No,FALSE,3rd Year Graduate,No,,,0,17000,11.99,0,1.6
587,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
588,,No,FALSE,1st Year Graduate,No,,0,3,25000,11.99,0,#N/A
589,,No,FALSE,1st Year Graduate,No,,0,3,25000,11.99,1,0
590,I am currently enrolled,No,FALSE,2nd Year Graduate,No,,0,0,20000,11.99,0,0
592,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,1.1
593,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,,3.76,21000,11.99,0,0
594,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,740,0,0,25000,11.99,0,#N/A
595,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
601,I have been accepted to study,No,FALSE,1st Year Graduate,No,,664,0,19500,11.99,0,0
604,I have been accepted to study,Yes,FALSE,1st Year Graduate,,,0,0,25000,11.99,0,1.4
605,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
606,I have been accepted to study,Yes,FALSE,3rd Year Undergraduate,No,666,0,3.52,15000,11.99,0,0
607,I have applied to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
608,,Yes,FALSE,1st Year Graduate,No,793,,0,12000,11.99,0,0
609,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,,,0,25000,11.99,0,0
610,I have been accepted to study,No,FALSE,Beyond 3rd Year Graduate,,,,0,12000,11.99,0,0
614,I have been accepted to study,No,FALSE,Beyond 3rd Year Graduate,,,,0,25000,11.99,0,0
615,I am currently enrolled,No,FALSE,1st Year Graduate,,,,3.96,5000,11.99,0,1.5
616,,No,FALSE,1st Year Graduate,No,,,0,25000,11.99,0,1.5
617,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,653,0,0,25000,11.99,0,1.1
618,,Yes,FALSE,1st Year Graduate,No,753,,3.6,15000,11.99,0,0
619,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,718,0,3.24,25000,11.99,0,0
620,I have been accepted to study,No,FALSE,Beyond 3rd Year Graduate,No,,755,0,25000,11.99,0,0
621,I am currently enrolled,No,FALSE,3rd Year Undergraduate,No,,0,3.71,25000,13.99,0,0.4
622,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,3.43,7000,11.99,0,0
623,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,4.5
624,I am currently enrolled,No,FALSE,3rd Year Graduate,No,725,0,3.51,14000,11.99,0,0
626,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,746,0,3.58,25000,11.99,0,0
627,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,0,3.75,25000,11.99,0,#N/A
628,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,629,0,3.54,24000,11.99,0,0.9
629,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,,0,2.9,25000,13.99,0,0.8
630,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,#N/A
631,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,657,0,3.06,15000,11.99,0,2.3
632,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,727,,3.66,25000,11.99,0,0
633,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,700,0,3.87,25000,11.99,0,0
636,,Yes,FALSE,2nd Year Graduate,,572,0,0,15000,11.99,0,1.3
637,I am currently enrolled,No,FALSE,4th Year Undergraduate,,,0,3.63,25000,13.99,0,0
638,,Yes,FALSE,1st Year Graduate,No,,0,0,20000,11.99,0,0
640,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
641,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
642,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
643,,Yes,FALSE,1st Year Graduate,No,,,3.43,25000,11.99,0,0
645,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,755,3.5,25000,11.99,0,1.4
646,I am currently enrolled,Yes,TRUE,3rd Year Undergraduate,No,,0,2.5,12500,9.99,0,0
647,I am currently enrolled,Yes,FALSE,2nd Year Graduate,,739,0,3.65,25000,11.99,0,0
648,I am currently enrolled,Yes,FALSE,2nd Year Graduate,,739,0,3.65,25000,11.99,0,0
649,I have been accepted to study,Yes,FALSE,1st Year Graduate,,711,,3.46,25000,11.99,0,1.9
650,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,711,,3.46,9000,11.99,0,0
651,I am currently enrolled,No,FALSE,1st Year Graduate,No,677,,3.5,7000,11.99,0,0
652,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,12500,11.99,0,1.4
653,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,613,0,3.89,24000,11.99,0,0.9
655,I have been accepted to study,No,FALSE,1st Year Graduate,No,,,0,25000,11.99,0,0
656,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,633,0,0,25000,13.99,0,0.8
657,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,631,743,3.45,7000,11.99,0,0
658,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,631,743,3.45,7000,11.99,0,0
659,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,678,0,0,25000,7.99,0,0
660,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,,792,3.66,25000,11.99,0,2.8
661,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,19000,11.99,0,0
663,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,641,0,3.2,4000,11.99,0,0
667,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,#N/A
668,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,3.5,25000,11.99,0,0
669,,Yes,FALSE,2nd Year Graduate,No,671,,3.3,25000,11.99,0,0
670,I have been accepted to study,No,FALSE,1st Year Graduate,,,0,0,17000,11.99,0,0
671,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
672,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,,745,3,6000,11.99,0,0
673,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,15000,11.99,0,5
674,I am currently enrolled,No,FALSE,1st Year Graduate,No,591,0,3.88,25000,11.99,0,0
675,I have been accepted to study,No,FALSE,Beyond 3rd Year Graduate,No,,0,0,25000,11.99,0,0
676,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,719,0,3.18,21420,13.99,0,0
677,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,,764,3.81,25000,11.99,0,0
678,I am currently enrolled,Yes,TRUE,4th Year Undergraduate,,719,0,2.9,4000,9.99,0,0
679,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,779,,3,20000,11.99,0,0
680,I am currently enrolled,No,FALSE,3rd Year Graduate,No,728,0,0,25000,11.99,0,0
681,I am thinking about studying,Yes,FALSE,1st Year Graduate,No,,,3.33,25000,11.99,0,0.2
682,I am currently enrolled,Yes,FALSE,2nd Year Graduate,,733,0,3.23,12000,11.99,0,0
683,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,7500,11.99,0,0
684,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0.3
685,I am currently enrolled,No,FALSE,2nd Year Graduate,,701,0,3.7,20000,11.99,0,0
686,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,18280,11.99,0,0.6
687,I have been accepted to study,No,FALSE,1st Year Graduate,No,,,8.45,14000,11.99,0,0
688,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
689,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,14000,11.99,0,0
690,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,633,0,3.92,15500,11.99,0,0
692,I am currently enrolled,Yes,FALSE,1st Year Graduate,,,0,3.72,25000,11.99,0,0
693,I am currently enrolled,Yes,FALSE,1st Year Graduate,,,0,3.72,25000,11.99,0,0
694,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,588,0,3.3,25000,11.99,0,0
695,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,712,655,0,25000,11.99,0,2.3
696,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,715,0,3.6,25000,11.99,0,0
697,I am currently enrolled,No,FALSE,3rd Year Graduate,No,,0,3.25,25000,11.99,0,0
698,I am currently enrolled,No,FALSE,4th Year Undergraduate,No,,0,0,15000,13.99,0,0
699,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
700,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,621,0,3,5600,13.99,0,0
701,,No,FALSE,1st Year Graduate,No,,,3,25000,11.99,0,1.6
702,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,639,0,0,25000,11.99,0,0
703,,No,FALSE,Beyond 3rd Year Graduate,No,,,0,25000,11.99,0,3.5
704,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,3.6,23500,11.99,0,0
705,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,15500,11.99,0,5
706,I am currently enrolled,Yes,TRUE,3rd Year Undergraduate,No,649,0,3.49,9500,9.99,0,0.2
707,I am currently enrolled,No,TRUE,4th Year Undergraduate,No,645,0,2.6,22500,9.99,0,0
708,I have been accepted to study,Yes,TRUE,5th Year Undergraduate,No,,0,0,25000,9.99,0,4.2
709,I am currently enrolled,No,FALSE,1st Year Graduate,No,,715,0,7500,11.99,0,0.8
711,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,623,0,3.87,25000,11.99,0,0
712,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,14369,11.99,0,2.1
714,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,#N/A
715,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,1,#N/A
716,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,21000,11.99,0,0
717,,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
718,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
719,I am currently enrolled,Yes,TRUE,3rd Year Undergraduate,Yes,704,0,3.2,15000,9.99,0,0
720,,No,FALSE,1st Year Graduate,No,,,0,14000,11.99,0,0
721,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,702,0,3.83,12500,11.99,0,0
724,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,692,0,3.94,17000,11.99,0,2.8
725,I have been accepted to study,No,FALSE,4th Year Undergraduate,,629,544,3.82,25000,13.99,0,1.3
730,I have been accepted to study,No,FALSE,4th Year Undergraduate,No,629,0,3.82,12500,13.99,0,0
731,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,20000,11.99,0,0
732,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,15218,11.99,0,0.4
733,I have been accepted to study,Yes,FALSE,1st Year Graduate,,708,0,0,25000,11.99,0,0
735,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
736,,No,FALSE,Beyond 3rd Year Graduate,No,,,0,16000,11.99,0,0
737,I have been accepted to study,No,FALSE,2nd Year Graduate,,,0,0,5500,11.99,0,0
740,I have been accepted to study,Yes,FALSE,1st Year Graduate,,741,0,0,25000,11.99,0,5
741,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
742,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
743,I am currently enrolled,Yes,FALSE,2nd Year Graduate,,599,,3.51,15000,11.99,0,0
744,I am currently enrolled,No,FALSE,2nd Year Graduate,,630,0,3.56,14500,11.99,0,0
745,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,683,0,0,25000,11.99,0,0.4
747,,Yes,FALSE,1st Year Graduate,No,,,0,25000,11.99,0,0
748,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,,3.35,18241,11.99,0,0
750,I have been accepted to study,No,FALSE,1st Year Graduate,No,,612,0,14000,11.99,0,0
751,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
752,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
755,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
756,I am currently enrolled,Yes,FALSE,Beyond 3rd Year Graduate,No,719,768,3.5,25000,11.99,0,0
757,I am currently enrolled,Yes,TRUE,4th Year Undergraduate,,639,,2.9,3500,9.99,0,0
758,I am currently enrolled,No,FALSE,1st Year Graduate,No,,,0,11500,11.99,0,0
759,I have been accepted to study,No,FALSE,1st Year Graduate,No,,700,0,25000,11.99,0,0
760,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
761,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,639,828,3.96,15100,11.99,0,0
762,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,,4,14900,11.99,0,0
763,I have been accepted to study,No,FALSE,1st Year Undergraduate,Yes,,,0,25000,13.99,0,#N/A
764,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
765,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,No,,,3.5,2500,13.99,0,0
766,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,10000,11.99,0,0
767,I have been accepted to study,Yes,FALSE,3rd Year Undergraduate,No,728,0,0,20000,13.99,0,0
768,I am currently enrolled,No,FALSE,3rd Year Undergraduate,No,,0,3.7,10000,13.99,0,2.3
770,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,Yes,642,0,3.8,25000,13.99,0,#N/A
771,I am currently enrolled,Yes,FALSE,Beyond 3rd Year Graduate,Yes,633,0,3.59,25000,11.99,0,0
772,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,688,0,3.3,25000,13.99,0,0
773,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,712,632,0,25000,11.99,0,0
774,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,643,0,0,25000,11.99,0,0
775,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,716,0,3.1,20000,11.99,0,5
776,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,716,0,3.1,20000,11.99,0,0
778,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,762,0,0,25000,11.99,0,0
779,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,662,0,3.38,25000,11.99,0,0
780,I am currently enrolled,Yes,FALSE,4th Year Undergraduate,Yes,,,3.01,7400,13.99,0,#N/A
781,I am currently enrolled,No,FALSE,1st Year Graduate,,614,0,3.85,25000,11.99,0,1.4
782,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,0,25000,11.99,0,0
783,I am currently enrolled,No,FALSE,1st Year Graduate,Yes,,752,0,15000,11.99,0,1.5
784,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,631,751,3.73,12000,11.99,0,0
785,I have been accepted to study,No,FALSE,3rd Year Undergraduate,No,,0,0,24000,13.99,0,0
786,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,741,0,3.8,14000,11.99,0,0.4
787,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,714,0,3.8,25000,11.99,0,#N/A
788,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,,0,21000,11.99,0,0
789,I am currently enrolled,No,FALSE,1st Year Graduate,No,612,0,0,25000,11.99,0,0
790,I have been accepted to study,No,FALSE,Beyond 3rd Year Graduate,No,,,4.37,18000,11.99,0,0
793,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,736,0,0,25000,11.99,0,2.4
794,I have been accepted to study,Yes,FALSE,1st Year Graduate,,783,0,0,10000,11.99,0,#N/A
795,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,12000,11.99,0,2.7
796,I have been accepted to study,No,FALSE,1st Year Graduate,No,,,0,25000,11.99,0,0
797,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,740,0,3.42,25000,11.99,0,1.2
798,I am currently enrolled,No,FALSE,2nd Year Graduate,Yes,658,,3.95,25000,11.99,0,5
799,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,687,,0,25000,11.99,0,0
800,I am currently enrolled,No,FALSE,2nd Year Graduate,No,687,0,3.97,14500,11.99,0,0
801,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
802,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,711,0,0,10000,11.99,0,0
803,I have been accepted to study,No,FALSE,1st Year Graduate,Yes,,0,3.9,25000,11.99,0,#N/A
804,I am currently enrolled,No,FALSE,2nd Year Graduate,No,713,0,3.54,25000,11.99,0,#N/A
805,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,668,0,3.83,13000,11.99,0,0
806,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,25000,11.99,0,0
807,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,756,0,0,8000,11.99,0,0
808,I am currently enrolled,No,FALSE,2nd Year Graduate,No,616,0,3,14500,11.99,0,0
809,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,20000,11.99,0,0.6
810,I am currently enrolled,No,FALSE,3rd Year Undergraduate,Yes,624,0,3.1,25000,13.99,0,1
812,I am currently enrolled,Yes,FALSE,3rd Year Graduate,No,693,0,3.48,9421.86,11.99,0,0
813,I have been accepted to study,Yes,FALSE,1st Year Graduate,Yes,675,0,0,25000,11.99,0,1.1
814,I have been accepted to study,No,FALSE,1st Year Graduate,No,,0,0,15000,11.99,0,#N/A
815,I am currently enrolled,No,TRUE,4th Year Undergraduate,No,,0,3.3,25000,9.99,0,1.3
816,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,744,3.12,12000,11.99,0,0
817,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,4,25000,11.99,0,0
818,I have been accepted to study,Yes,FALSE,1st Year Graduate,No,,0,0,3500,11.99,0,0
819,I am currently enrolled,Yes,FALSE,3rd Year Undergraduate,,683,0,3.2,10000,9.99,0,0
820,I have been accepted to study,No,TRUE,3rd Year Undergraduate,No,,0,0,24000,9.99,0,0
821,,No,FALSE,2nd Year Graduate,No,,,0,18000,11.99,0,0
822,I am currently enrolled,Yes,FALSE,1st Year Graduate,No,607,0,0,6000,11.99,0,0
823,I am currently enrolled,Yes,FALSE,2nd Year Graduate,Yes,,0,3.33,25000,11.99,0,2.6
824,I am currently enrolled,Yes,FALSE,1st Year Graduate,Yes,,0,3.56,25000,11.99,0,2.8
825,I have been accepted to study,Yes,FALSE,1st Year Graduate,,704,0,0,25000,11.99,0,2.3
826,I am currently enrolled,Yes,FALSE,1st Year Graduate,,693,0,3.13,25000,11.99,0,0
827,,No,FALSE,1st Year Graduate,Yes,,791,0,25000,11.99,0,0
828,I am currently enrolled,No,FALSE,1st Year Graduate,No,,0,0,15000,11.99,0,2.2
830,I have been accepted to study,No,FALSE,1st Year Graduate,No,,602,0,8500,11.99,0,1
831,I am currently enrolled,Yes,FALSE,2nd Year Graduate,,,0,3.54,25000,11.99,0,0
832,I am currently enrolled,Yes,FALSE,2nd Year Graduate,No,,0,3.7,25000,11.99,0,0
